ID,PRCCODE,Description,EXPQNT,EXPVAL,IMPQNT,IMPVAL,PRODQNT,PRODVAL,QNTUNIT
3467,28253080,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for the treatment of materials by a process involving a change of temperature, and of non-electric instantaneous and storage water heaters, n.e.c.",:,"120,418,850",:,"152,937,380",:,"33,830,295",:
3468,28291100,Producer gas or water gas generators; acetylene gas generators and the like; distilling or rectifying plant,:,"52,793,520",:,"8,322,510","6,062","69,686,112",p/st
3469,28291230,Machinery and apparatus for filtering or purifying water,:,"209,777,190",:,"175,103,750","3,890,428","386,682,642",p/st
3470,28291250,Machinery and apparatus for filtering and purifying beverages (excluding water),:,"13,468,550",:,"14,578,250",:,:,p/st
3471,28291270,"Machinery and apparatus for solid-liquid separation/ purification excluding for water and beverages, centrifuges and centrifugal dryers, oil/petrol filters for internal combustion engines",:,"451,223,880",:,"159,407,590","5,386,483","353,599,485",p/st
3472,28291330,Oil or petrol-filters for internal combustion engines,:,"161,824,450",:,"286,754,110","19,257,420","62,652,169",p/st
3473,28291350,Intake air filters for internal combustion engines,:,"132,210,410",:,"97,305,450","12,813,045","69,661,245",p/st
3474,28292120,Machinery for cleaning or drying bottles or other containers,:,"9,861,030",:,"11,267,350",595,"21,643,250",p/st
3475,28292150,"Machinery for filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags or other containers, machinery for aerating beverages",:,"105,383,060",:,"130,005,660","6,558","219,072,917",p/st
3476,28292180,"Machinery for packing or wrapping (excluding for filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags or other containers)",:,"91,460,500",:,"152,783,460","2,454","137,771,699",p/st
3477,28292210,Fire extinguishers,:,"42,596,070",:,"51,552,140","2,204,000","79,248,567",p/st
3478,28292220,Spray guns and similar appliances,:,"89,240,430",:,"51,437,020","805,118","110,688,248",p/st
3479,28292230,"Steam or sand blasting machines and similar jet-projecting machines (excluding fire extinguishers, spray guns and similar appliances)",:,"51,342,820",:,"128,794,950","1,944","20,338,868",p/st
3480,28292240,"Other mechanical appliances for projecting, dispersing or spraying",:,"77,893,220",:,"79,689,790","22,472","32,087,351",p/st
3481,28292300,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; mechanical seals,"27,717,100","323,896,830","6,554,800","231,780,280","5,187,256","269,276,938",kg
3482,28293130,Continuous and discontinuous totalisers,"6,561","948,720","16,651","4,469,740",0,0,p/st
3483,28293180,Automatic gravimetric filling machines,"12,916","34,951,190","51,363","13,948,180",:,"44,082",p/st
3484,28293200,"Personal weighing machines, including baby scales; household scales","840,549","13,944,870","6,294,712","35,862,600",:,"2,696,929",p/st
3485,28293910,"Automatic catchweighing machines and checkweighers, of a maximum weighing capacity <= 5 000 kg",:,:,:,:,:,:,:
3486,28293930,"Weigh/price labelling machines, weighbridges and other weighing machinery (excluding shop-scales, personal and household scales, scales for continuous weighing of goods on conveyors, constant weight scales and balances of a sensitivity <= 5 cg)",:,:,:,:,:,:,:
3487,28293940,Other weighing machinery,"260,313","42,775,890","1,792,424","23,745,750","327,440","137,072,035",p/st
3488,28293950,"Non-automatic retail weighing machines, maximum weighing capacity <= 30 kg",:,:,:,:,:,:,:
3489,28293960,Levels,:,"4,502,090",:,"21,437,550",:,:,p/st
3490,28293975,Measuring rods and tapes and divided scales,:,"11,719,840",:,"18,039,330",:,:,p/st
3491,28293979,"Hand-held instruments for measuring length, n.e.s.",:,"5,274,180",:,"7,412,500",:,"1,937,358",:
3492,28294100,"Centrifuges (excluding cream separators, clothes dryers, those used in laboratories)",:,"29,406,310",:,"23,750,670",136,"22,426,558",p/st
3493,28294200,"Calendering or other rolling machines, excluding metal or glass",:,"11,008,670",:,"4,127,030",:,:,p/st
3494,28294330,Automatic goods-vending machines incorporating heating or refrigerating devices,"70,335","15,609,310","68,241","26,194,540","17,463","40,184,919",p/st
3495,28294350,Automatic goods-vending machines (including money-changing machines) (excluding those incorporating heating or refrigerating devices),"87,058","16,454,620","229,418","11,090,490","4,037","12,634,649",p/st
3496,28295000,Non-domestic dish-washing machines,"29,570","11,953,300","42,200","65,534,060","14,021","29,574,663",p/st
3497,28296030,Cooling towers and similar plant for direct cooling by means of recirculated water,:,"12,188,960",:,"10,295,060","1,217","30,590,815",p/st
3498,28296050,Vacuum-vapour plant for the deposition of metal,:,"28,908,220",:,"2,480,040",:,:,p/st
3499,28296090,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment of materials by a process involving a change of temperature, n.e.c.",:,"74,145,970",:,"90,699,060","57,236","92,726,430",p/st
3500,28297020,"Hand-held blow pipes for soldering, brazing or welding (excluding electric, laser, other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc)",:,"2,807,600",:,"8,111,030",0,0,p/st
3501,28297090,"Machinery and apparatus for soldering, brazing, welding or surface tempering (excluding hand-held blow pipes and electric machines and apparatus)",:,"19,510,370",:,"7,890,600",:,:,p/st
3502,28298100,"Parts for producer gas or water generators, acetylene gas generators and similar water process gas generators",:,"10,748,620",:,"741,470",:,0,:
3503,28298220,Parts for centrifuges and centrifugal dryers,:,"41,648,130",:,"19,825,310",:,"11,932,724",:
3504,28298250,"Parts for filtering and purifying machinery and apparatus, for liquids or gases (excluding for centrifuges and centrifugal dryers)",:,"386,966,890",:,"347,623,190",:,"229,562,229",:
3505,28298313,Cylinders for calendering or other rolling machines (excluding those for calendering or rolling machines for metals or glass),:,"2,883,100",:,"2,602,700",336,"2,481,039",p/st
3506,28298315,"Parts for calendering or other rolling machines (excluding cylinders, those for calendering or rolling machines for metals or glass)",:,"4,026,580",:,"2,622,050",:,0,:
3507,28298320,"Weighing machine weights of all kinds, parts of weighing machinery (excluding for balances of a sensitivity of 5 cg or better)",:,"45,535,760",:,"42,838,420",:,"39,128,076",:
3508,28298340,"Parts for mechanical appliances for projecting, dispersing or spraying liquids/powders; fire-extinguishers, spray guns and similar appliances and steam/sand-blasting machines",:,"192,930,650",:,"153,944,210",:,"116,593,008",:
3509,28298350,Parts for automatic-goods vending machines (including for money-changing machines),:,"21,198,090",:,"35,613,280",:,"109,153,282",:
3510,28298400,"Non-automatic lubricating pots, greasing nipples, oil seal rings, hand wheels, levers, hand grips, safety guards and baseplates for machinery",:,"136,343,590",:,"107,642,240",:,"50,441,388",:
3511,28298510,Parts of dish-washing machines,:,"5,632,190",:,"18,789,370",:,"3,812,549",:
3512,28298520,Parts of packing and wrapping machines,:,"103,717,310",:,"227,233,380",:,"98,796,216",:
3513,28298600,Parts of machinery and apparatus of HS 8468,:,"9,070,850",:,"8,049,040",:,"4,725,842",:
3514,28301000,Pedestrian-controlled tractors,"77,992","19,214,680","25,818","1,566,390",0,0,p/st
3515,28302100,"New agricultural and forestry tractors, wheeled, of an engine power <= 37 kW",:,:,:,:,:,:,:
3516,28302110,"Tractors of an engine power <= 37 kW, excluding pedestrian-controlled tractors, road tractors for semi-trailers, track-laying tractors","3,537","49,986,070","10,565","59,873,970",0,0,p/st
3517,28302200,"New agricultural and forestry tractors, wheeled, of an engine power > 37 kW but <= 59 kW (excluding pedestrian-controlled tractors)",:,:,:,:,:,:,:
3518,28302210,"Tractors of an engine power > 37 kW but <= 59 kW, excluding pedestrian-controlled tractors, road tractors for semi-trailers, track-laying tractors",:,:,:,:,:,"107,655,616",p/st
3519,28302300,"Tractors of an engine power > 59 kW, excluding pedestrian-controlled tractors, road tractors for semi-trailers, track-laying tractors",:,:,:,:,0,:,p/st
3520,28302330,"New agricultural and forestry tractors, wheeled, of an engine power > 59 kW but <= 75 kW (excluding pedestrian-controlled tractors)",:,:,:,:,:,:,:
3521,28302350,"New agricultural and forestry tractors, wheeled, of an engine power > 75 kW but <= 90 kW (excluding pedestrian-controlled tractors)",:,:,:,:,:,:,:
3522,28302370,"New agricultural and forestry tractors, wheeled, of an engine power > 90 kW (excluding pedestrian-controlled tractors)",:,:,:,:,:,:,:
3523,28302390,"New tractors excluding agricultural/forestry tractors, wheeled, pedestrian-controlled tractors - road tractors for semi-trailers, track-laying tractors - tractors used on railway platforms",:,:,:,:,:,:,:
3524,28303130,Mouldboard ploughs,:,:,:,:,:,:,:
3525,28303140,Ploughs,"65,147","2,808,390","15,954","15,982,500",15,"63,298",p/st
3526,28303150,Ploughs (excluding mouldboard ploughs),:,:,:,:,:,:,:
3527,28303210,Scarifiers and cultivators,"17,111","13,879,790","66,233","15,352,010","4,211","24,580,936",p/st
3528,28303220,Disc harrows,"20,641","4,356,980","1,613","7,233,730",:,:,p/st
3529,28303230,Harrows (excluding disc harrows),"6,657","4,998,250","34,402","20,884,070",:,"3,558,228",p/st
3530,28303250,Rotovators,363,"376,220","18,651","2,433,870",0,0,p/st
3531,28303270,Weeders and hoes,"14,241","2,514,670","46,200","8,839,990",:,:,p/st
3532,28303300,"Seeders, planters and transplanters","371,492","12,644,150","200,076","33,626,480",366,"15,697,799",p/st
3533,28303333,Central driven precision spacing seeders for agricultural or horticultural use,:,:,:,:,:,:,:
3534,28303335,Seeders for agricultural or horticultural use (excluding central driven precision spacing seeders),:,:,:,:,:,:,:
3535,28303350,Planters and transplanters,:,:,:,:,:,:,:
3536,28303430,Distributors for mineral or chemical fertiliser for soil preparation,"64,603","4,517,230","97,586","16,518,010",307,"2,508,167",p/st
3537,28303450,Manure spreaders and fertiliser distributors (excluding for mineral or chemical fertilisers),"20,763","7,131,070","5,316","5,867,850","2,122","28,592,420",p/st
3538,28303900,"Agricultural... forestry machinery, n.e.c.; lawn or sports-ground rollers",:,"26,548,400",:,"30,985,210","4,260","16,763,685",p/st
3539,28304010,"Electric mowers for lawns, parks, golf courses or sports grounds","221,323","34,382,260","780,950","46,697,040","1,081,745","209,357,869",p/st
3540,28304030,"Mowers for lawns, parks or sports grounds, powered non-electrically, with the cutting device rotating in a horizontal plane","413,655","176,315,910","472,600","129,767,580",:,"35,048,773",p/st
3541,28304050,"Motor mowers for lawns, parks or sports grounds, powered non-electrically, with the cutting device rotating in a vertical plane or with cutter bars","13,689","23,882,740","107,135","50,727,190",:,"24,805,869",p/st
3542,28304070,"Mowers for lawns, parks or sports grounds, without motor","4,992","387,740","40,844","1,779,940",0,0,p/st
3543,28305130,"Motor mowers (excluding for lawns, parks, golf courses or sports grounds)",818,"4,883,510","1,279","4,683,540",:,:,p/st
3544,28305150,"Mowers, including cutter bars, designed to be carried on or hauled by a tractor","22,639","29,559,730","10,696","37,350,800","13,120","67,329,407",p/st
3545,28305153,"Mowers designed to be hauled or carried by a tractor, with cutting device rotating in a horizontal plane (excluding those with a motor, for lawns, parks, golf courses or sports grounds)",:,:,:,:,:,:,:
3546,28305155,"Mowers designed to be carried or hauled by a tractor (excluding those with a motor, for lawns, parks, golf courses/sports grounds, with cutting device rotating in a horizontal plane)",:,:,:,:,:,:,:
3547,28305170,"Mowers (excluding those with motors, for lawns, parks, golf courses or sports grounds, those designed to be hauled or carried by a tractor)","1,871","1,080,750","28,367","3,767,020",0,0,p/st
3548,28305200,Hay-making machinery,"16,033","5,163,180","16,438","28,306,080",172,"471,341",p/st
3549,28305330,Pick-up balers,:,:,:,:,:,:,:
3550,28305340,"Straw or fodder balers, including pick-up balers","16,956","23,774,870","7,709","60,762,380",:,"847,735",p/st
3551,28305350,Straw or fodder balers (excluding pick-up balers),:,:,:,:,:,:,:
3552,28305420,Potato-diggers and potato harvesters,35,"777,570",62,"14,638,960",34,"5,683,218",p/st
3553,28305450,Beet-topping machines and beet harvesters,268,"1,168,280",19,"7,740,240",:,:,p/st
3554,28305480,"Root or tuber harvesting machines (excluding potato-diggers and potato harvesters, beet-topping machines and beet harvesters)","2,173","2,684,060",53,"12,296,240",52,"1,314,555",p/st
3555,28305915,Combine harvester-threshers,931,"31,003,510",668,"98,813,410",0,0,p/st
3556,28305930,Agricultural threshing machinery (excluding combine harvester-threshers),155,"1,515,460","3,598","1,140,390",:,:,p/st
3557,28305945,Forage harvesters (excluding self-propelled),31,"847,540",51,"716,950",0,0,p/st
3558,28305960,"Forage harvesters, self-propelled","18,111","14,005,800",250,"43,261,900",:,:,p/st
